2007-05-01    total                                    796   25
2007-05-01    open                                     228   18
2007-05-01    fixed                                    526    6
2007-05-01    closed                                    42    1
2007-05-01    open.blocker                               1    0
2007-05-01    open.critical                             10    0
2007-05-01    open.major                                35    2
2007-05-01    open.normal                              156    6
2007-05-01    open.minor                                 2    0
2007-05-01    open.trivial                               0    0
2007-05-01    open.enhancement                          24   10
2007-05-01    open.any.unassigned                        6    0
2007-05-01    open.arch                                  1    0
2007-05-01    open.asp.alarm                             4    0
2007-05-01    open.asp.ams                               1    0
2007-05-01    open.asp.buffer                            1    0
2007-05-01    open.asp.ckpt                             23    0
2007-05-01    open.asp.cm                                7    0
2007-05-01    open.asp.cnt                               0    0
2007-05-01    open.asp.cor                               6    1
2007-05-01    open.asp.cpm                              15    0
2007-05-01    open.asp.dbal                              1    0
2007-05-01    open.asp.debug                             1    0
2007-05-01    open.asp.eo                                4    0
2007-05-01    open.asp.event                             2    0
2007-05-01    open.asp.fault                             0    0
2007-05-01    open.asp.gms                               1    0
2007-05-01    open.asp.hal                               1    1
2007-05-01    open.asp.ioc                               9    0
2007-05-01    open.asp.log                               3    0
2007-05-01    open.asp.med                               0    0
2007-05-01    open.asp.name                              1    0
2007-05-01    open.asp.om                                1    1
2007-05-01    open.asp.osal                              0    0
2007-05-01    open.asp.prov                              2    0
2007-05-01    open.asp.rmd                               2    1
2007-05-01    open.asp.snmp                              1    0
2007-05-01    open.asp.timer                             1    0
2007-05-01    open.asp.txn                               1    0
2007-05-01    open.asp.utils                             1    0
2007-05-01    open.doc.apirefs                          28    0
2007-05-01    open.doc.general                           1    0
2007-05-01    open.doc.ideguide                          3    0
2007-05-01    open.doc.installguide                      0    0
2007-05-01    open.doc.relnotes                          1    0
2007-05-01    open.doc.sdkguide                          9    0
2007-05-01    open.doc.tutorial                          4    0
2007-05-01    open.ide.codegen                          25    6
2007-05-01    open.ide.idl                               3    1
2007-05-01    open.ide.ui                               27    7
2007-05-01    open.misc.evalkit                         22    0
2007-05-01    open.old.miscellaneous                     0    0
2007-05-01    open.tools.build                           3    0
2007-05-01    open.tools.packaging                       6    0
2007-05-01    got-opened                                 2    0
2007-05-01    got-fixed                                  2    0
2007-05-01    got-closed                                 0    0
2007-05-02    total                                    801   25
2007-05-02    open                                     232   18
2007-05-02    fixed                                    527    6
2007-05-02    closed                                    42    1
2007-05-02    open.blocker                               1    0
2007-05-02    open.critical                             10    0
2007-05-02    open.major                                35    2
2007-05-02    open.normal                              160    6
2007-05-02    open.minor                                 2    0
2007-05-02    open.trivial                               0    0
2007-05-02    open.enhancement                          24   10
2007-05-02    open.any.unassigned                        6    0
2007-05-02    open.arch                                  1    0
2007-05-02    open.asp.alarm                             4    0
2007-05-02    open.asp.ams                               1    0
2007-05-02    open.asp.buffer                            1    0
2007-05-02    open.asp.ckpt                             23    0
2007-05-02    open.asp.cm                                7    0
2007-05-02    open.asp.cnt                               0    0
2007-05-02    open.asp.cor                               6    1
2007-05-02    open.asp.cpm                              15    0
2007-05-02    open.asp.dbal                              1    0
2007-05-02    open.asp.debug                             1    0
2007-05-02    open.asp.eo                                4    0
2007-05-02    open.asp.event                             3    0
